proposicao,id_camara,id_senado,apelido,tema,prioridade,advocacy_link,keywords,tipo_agenda,explicacao_projeto,classificacao_ambientalismo,explicacao_ambientalismo
PL 1404/2019,,135672,,Meio ambiente,,,,,,Positivo,Positivo
PL 1405/2019,,135651,,Meio ambiente,,,,,,Positivo,Positivo
PL 1417/2019,,135664,,Meio ambiente,,,,,,Positivo,Positivo
PL 1452/2019,2203836,135686,,Meio ambiente,,,,,,Positivo,Positivo: inclui rejeitos de barragens como materiais a serem reciclados.
PL 1459/2019,,135681,,Meio ambiente,,,,,,Positivo,Positivo
PL 1496/2019,,135717,,Meio ambiente,,,,,,Positivo,Positivo: inclui rejeitos de barragens como materiais a serem reciclados.
PL 1551/2019,,135799,,Meio ambiente,,,,,,Negativo,Negativo
PL 1553/2019,,135801,,Meio ambiente,,,,,,Negativo,"Negativo: sujeita a criação, ampliação ou redução de Ucs aos poderes estaduais e municipais, muitas vezes controlados por grupos econômicos com interesses em debilitar a proteção ambiental em prol de uma regularização fundiária predatória."
PL 1600/2019,,135818,,Meio ambiente,,,,,,Neutro,Neutro
PL 1602/2020,,141446,,Meio ambiente,,,,,,Neutro,Neutro
PL 1641/2019,,135859,,Meio ambiente,,,,,,Positivo,Positivo
PL 1644/2019,,135868,,Meio ambiente,,,,,,Neutro,Neutro
PL 1731/2019,,135948,,Meio ambiente,,,,,,Negativo,Negativo:flexibilização de regras para a ocupação de APPs  é temerário.
PL 1790/2019,,135986,,Meio ambiente,,,,,,Positivo,Positivo
PL 1853/2020,,141537,,Recursos hídricos,,,,,,Positivo,positivo
PL 1918/2019,,136084,,Meio ambiente,,,,,,Positivo,"Positivo: embora em alguns pontos seja redundante, a intenção é reforçar a necessidade de proteção aos polinizadores."
PL 2062/2020,,141656,,Meio ambiente,,,,,,Positivo,Positivo
PL 2181/2019,,136265,,Meio ambiente,,,,,,Positivo,positivo
PL 2206/2019,,136294,,Recursos hídricos,,,,,,Positivo,Positivo
PL 2276/2019,,136339,,Meio ambiente,,,,,,Positivo,Positivo
PL 2328/2020,,141759,,Meio ambiente,,,,,,Positivo,Positivo
PL 2362/2019,,136371,,Meio ambiente,,,,,,Negativo,Negativo
PL 2374/2020,,141808,,Meio ambiente,,,,,,Negativo,Negativo: abre espaço para regularização fundiária de propriedades rurais desmatadas até a publicação do novo código florestal.
PL 2386/2019,,136380,,Meio ambiente,,,,,,Positivo,Positivo
PL 2511/2019,,136493,,Meio ambiente,,,,,,Negativo,"Negativo: compromete a integridade da UC, atendendo interesses do setor econômico da região."
PL 2639/2020,,141952,,"Agricultura, pecuária e abastecimento",,,,,,Negativo,"Negativo: autoriza concessão de crédito para cadeia de produção da cana em qualquer região do país (art. 2º, §3º)."
PL 2707/2019,,136643,,Meio ambiente,,,,,,Positivo,Positivo
PL 2788/2019,2201532,138122,,Meio ambiente,,,,,,Positivo,Positivo
PL 2816/2020,,142053,,"Agricultura, pecuária e abastecimento",,,,,,Neutro,neutro
PL 2821/2020,,142064,,Meio ambiente,,,,,,Positivo,Positivo
PL 2895/2019,,136782,,Meio ambiente,,,,,,Positivo,positivo
PL 2920/2019,,136798,,Meio ambiente,,,,,,Positivo,Positivo
PL 3111/2020,,142330,,Meio ambiente,,,,,,Negativo,"Negativo: cria fundo com autonomia para o poder publico decidir a utilização de recursos, sem participação da sociedade."
PL 3182/2019,,137008,,Meio ambiente,,,,,,Positivo,Positivo
PL 3261/2019,2207613,137118,,Recursos hídricos,,,,,,Positivo,Positivo
PL 3511/2019,,137294,,Meio ambiente,,,,,,Negativo,Negativo
PL 3687/2019,,137404,,Meio ambiente,,,,,,Positivo,Positivo
PL 3791/2019,,137486,,Meio ambiente,,,,,,Positivo,positivo
PL 3913/2019,,137599,,Meio ambiente,,,,,,Positivo,Positivo
PL 3915/2019,,137601,,Meio ambiente,,,,,,Positivo,Positivo
PL 3959/2019,,137653,,Meio ambiente,,,,,,Positivo,Positivo
PL 3962/2019,,137657,,Meio ambiente,,,,,,Positivo,Positivo
PL 4043/2020,,143753,,Meio ambiente,,,,,,Positivo,Positivo
PL 4080/2020,,143780,,Meio ambiente,,,,,,Positivo,Positivo
PL 4121/2020,,143914,,Meio ambiente,,,,,,Positivo,"Positivo: entretanto, veículos no Brasil ainda são considerados quase que propriedades com direitos reais, portanto, implementar logistíca reversa para os mesmos sem maiores respnsabilidades para seus proprietários pode ser contraproducente."
PL 4146/2019,,137828,,"Agricultura, pecuária e abastecimento",,,,,,Negativo,Negativo: flexibiliza a avaliação de agrotóxicos visando a aprovação de produtos até então restritos pela legislação vigente.
PL 4162/2019,2213200,140534,,Recursos hídricos,,,,,,Positivo,Positivo
PL 4203/2019,,137850,,Meio ambiente,,,,,,Neutro,Neutro: é preciso verificar se alguma situação específica em  que se faça necessário a concessão de uma licença para supressão não ficaria comprometida com a aprovação da lei.
PL 4379/2020,,144393,,Meio ambiente,,,,,,Neutro,"Neutro: requer maior atenção sobre as áreas excluídas das Ucs, sob pena de, mesmo com a adição de novas a´reas, comprometer a integridade do conjunto que compõem a FLONA e a Reserva Biológica."
PL 4718/2019,,138338,,Meio ambiente,,,,,,Positivo,Positivo
PL 4718/2020,,144927,,"Agricultura, pecuária e abastecimento",,,,,,Negativo,"Negativo: judicializa a regularização fundiária, transferindo para a justiça federal uma responsabilidade que é do executivo e que, mesmo possuindo órgaos específicos para tanto, não consegue dar vazão à regularização fundiária pelas vias administrativas, passando a ter de dar conta também das vias judiciais."
PL 4738/2020,,144969,,Meio ambiente,,,,,,Neutro,"Neutro: tem por objetivo transformar resoluções do CONAMA em leis, com o intuito de frear o objetivo do governo federal de flexibilizar e fragilizar a proteção ambiental, contudo, há de se considerar as possíveis implicações técnicas decorrentes de um engessamento de norma técnica sob a forma de lei federal."
PL 4765/2020,,144993,,Meio ambiente,,,,,,Positivo,"Positivo: entretanto requer atenção no que tange a instalação de novos empreendimentos, inclusive minerários, na amazônia."
PL 4794/2020,,145013,,Meio ambiente,,,,,,Negativo,"Negativo: cria fundo com autonomia para o poder publico decidir a utilização de recursos, sem participação da sociedade."
PL 4808/2020,,145031,,Meio ambiente,,,,,,Positivo,Positivo
PL 4816/2019,,138480,,Meio ambiente,,,,,,Positivo,Positivo
PL 4847/2019,,138498,,Meio ambiente,,,,,,Neutro,"Neutro: em alguns casos os veículos utilizados para prática de crimes ambientais serão utilizados novamente para prática de delítos caso não sejam destruídos, portanto, vedar a destruição em qualquer caso pode ser perigoso."
PL 4868/2019,,138540,,Meio ambiente,,,,,,Positivo,Positivo
PL 4978/2019,,138694,,Meio ambiente,,,,,,Positivo,Positivo
PL 4996/2019,,138735,,Meio ambiente,,,,,,Positivo,Positivo
PL 5079/2019,,138812,,Meio ambiente,,,,,,Positivo,Positivo
PL 5098/2019,,138839,,Meio ambiente,,,,,,Positivo,Positivo
PL 5142/2019,,138873,,Meio ambiente,,,,,,Neutro,"Neutro: em alguns casos os crimes ambientais são praticados com a conivência de autoridades municipais,  que implicaria dizer que os bens e valores retornariam aos autores dos crimes."
PL 5154/2019,,138892,,Meio ambiente,,,,,,Positivo,Positivo
PL 5164/2020,,145420,,Meio ambiente,,,,,,Positivo,Positivo
PL 5170/2020,,145425,,Meio ambiente,,,,,,Positivo,Positivo
PL 5173/2019,,138902,,Meio ambiente,,,,,,Positivo,Positivo
PL 5174/2019,,138904,,Meio ambiente,,,,,,Positivo,Positivo
PL 5186/2019,,138937,,Meio ambiente,,,,,,Negativo,"Negativo: a proposta de modificação do art. 3º, inc IV, é uma tentativa descarada de regularização fundiária ampla e irrestrita, sob a égide de uma suposta área rural consolidada sem marco temporal."
PL 5244/2020,,145560,,"Agricultura, pecuária e abastecimento",,,,,,Positivo,Positivo
PL 5283/2019,,139054,,Meio ambiente,,,,,,Neutro,"Neutro: requer uma análise aprofundada quanto a pertinência de se permitir a unificação operacional sob um mesmo plano de manejo, pois muito mais simples seria conceder toda uma área em vez de parcelar sua concessão."
PL 5312/2020,,145626,,Nao especificado,,,,,,Positivo,Positivo
PL 5315/2019,,139066,,Meio ambiente,,,,,,Neutro,"Neutro: condicionar licença de supressão a autorização prévia do Congresso pode significar o engessamento do instrumento, o que pode ser prejudicial em alguns casos específicos."
PL 5373/2019,,139154,,Meio ambiente,,,,,,Positivo,Positivo
PL 5462/2019,,139267,,Meio ambiente,,,,,,Positivo,Positivo
PL 5522/2019,,139361,,Meio ambiente,,,,,,Positivo,Positivo
PL 5624/2019,,139527,,Meio ambiente,,,,,,Negativo,Negativo
PL 5690/2019,,139585,,Meio ambiente,,,,,,Positivo,Positivo
PL 5699/2019,,139596,,Meio ambiente,,,,,,Positivo,Positivo
PL 5790/2019,,139662,,Meio ambiente,,,,,,Positivo,Positivo
PL 6019/2019,,139839,,Meio ambiente,,,,,,Negativo,Negativo
PL 6031/2019,,139848,,Meio ambiente,,,,,,Neutro,Neutro
PL 6033/2019,,139858,,"Agricultura, pecuária e abastecimento",,,,,,Positivo,Positivo
PL 6044/2019,,139853,,Meio ambiente,,,,,,Positivo,Positivo
PL 6046/2019,,139856,,Meio ambiente,,,,,,Positivo,Positivo
PL 6198/2019,,139966,,Meio ambiente,,,,,,Positivo,Positivo
PL 6230/2019,,139988,,Meio ambiente,,,,,,Positivo,Positivo
PL 6539/2019,,140343,,Meio ambiente,,,,,,Positivo,Positivo
PL 6589/2019,,140347,,Meio ambiente,,,,,,Negativo,Negativo: torna o parque suscetível ao uso e exploração.
